0 0
10 -0.023709356459071317
20 -0.046723344692576378
30 -0.068364701807437325
40 -0.087992190621484181
50 -0.10501811184079619
60 -0.11892511450261725
70 -0.12928192075748196
80 -0.13575748664806325
90 -0.13813304040376051
100 -0.13631139203037018
110 -0.13032290803141755
120 -0.12032760328984851
130 -0.10661292199303778
140 -0.089586956874842583
150 -0.069767079438794288
160 -0.047764205564715709
170 -0.024263179338465335
180 -5.5755950520540242e-17
190 0.024263179338465335
200 0.047764205564715542
210 0.069767079438794288
220 0.089586956874842485
230 0.10661292199303776
240 0.12032760328984841
250 0.13032290803141755
260 0.13631139203037021
270 0.13813304040376045
280 0.13575748664806325
290 0.12928192075748199
300 0.11892511450261717
310 0.10501811184079611
320 0.08799219062148414
330 0.068364701807437422
340 0.046723344692576378
350 0.023709356459071414
360 0
