0 0
10 -0.024736075012605108
20 -0.048810639423911277
30 -0.071572336121144678
40 -0.092390778006510757
50 -0.11066860645769878
60 -0.12585520169224415
70 -0.13746220202871029
80 -0.14508065788236532
90 -0.14839925286379493
100 -0.14722259921891667
110 -0.14148820653068681
120 -0.13128039656161541
130 -0.11683926917839976
140 -0.09856288731210848
150 -0.077001193872405033
160 -0.052840809202095294
170 -0.026880735040467164
180 -5.7762479011841989e-17
190 0.026880735040467108
200 0.052840809202095239
210 0.077001193872405088
220 0.098562887312108424
230 0.11683926917839972
240 0.13128039656161544
250 0.14148820653068689
260 0.14722259921891664
270 0.14839925286379477
280 0.14508065788236532
290 0.13746220202871029
300 0.12585520169224415
310 0.11066860645769871
320 0.09239077800651066
330 0.071572336121144678
340 0.048810639423911277
350 0.024736075012605111
360 9.0547874403168658e-17
