1.000000e+01  1.000000e-03  6.871300e-03  3.419697e-03  3.737469e-03  4.980408e-02  4.523680e-05  4.776392e-05  
1.000000e+01  1.013725e-03  6.954970e-03  3.466633e-03  3.788765e-03  4.970312e-02  4.648708e-05  4.907997e-05  
1.000000e+01  1.027639e-03  7.039651e-03  3.514212e-03  3.840766e-03  4.960266e-02  4.777191e-05  5.043235e-05  
1.000000e+01  1.041744e-03  7.125355e-03  3.562444e-03  3.893480e-03  4.950270e-02  4.909225e-05  5.182205e-05  
1.000000e+01  1.056042e-03  7.212094e-03  3.611339e-03  3.946917e-03  4.940324e-02  5.044909e-05  5.325010e-05  
1.000000e+01  1.070537e-03  7.299881e-03  3.660904e-03  4.001088e-03  4.930428e-02  5.184342e-05  5.471756e-05  
1.000000e+01  1.085230e-03  7.388729e-03  3.711149e-03  4.056002e-03  4.920584e-02  5.327629e-05  5.622552e-05  
1.000000e+01  1.100126e-03  7.478649e-03  3.762085e-03  4.111670e-03  4.910792e-02  5.474877e-05  5.777511e-05  
1.000000e+01  1.115225e-03  7.569654e-03  3.813719e-03  4.168102e-03  4.901052e-02  5.626193e-05  5.936746e-05  
1.000000e+01  1.130532e-03  7.661758e-03  3.866061e-03  4.225308e-03  4.891364e-02  5.781692e-05  6.100376e-05  
1.000000e+01  1.146049e-03  7.754974e-03  3.919123e-03  4.283299e-03  4.881729e-02  5.941489e-05  6.268523e-05  
1.000000e+01  1.161779e-03  7.849315e-03  3.972912e-03  4.342086e-03  4.872148e-02  6.105701e-05  6.441311e-05  
1.000000e+01  1.177725e-03  7.944795e-03  4.027439e-03  4.401680e-03  4.862620e-02  6.274452e-05  6.618868e-05  
1.000000e+01  1.193890e-03  8.041426e-03  4.082715e-03  4.462092e-03  4.853147e-02  6.447867e-05  6.801327e-05  
1.000000e+01  1.210276e-03  8.139223e-03  4.138749e-03  4.523333e-03  4.843729e-02  6.626075e-05  6.988821e-05  
1.000000e+01  1.226888e-03  8.238200e-03  4.195553e-03  4.585414e-03  4.834365e-02  6.809208e-05  7.181492e-05  
1.000000e+01  1.243727e-03  8.338371e-03  4.253136e-03  4.648347e-03  4.825059e-02  6.997402e-05  7.379481e-05  
1.000000e+01  1.260798e-03  8.439750e-03  4.311509e-03  4.712144e-03  4.815808e-02  7.190798e-05  7.582935e-05  
1.000000e+01  1.278103e-03  8.542350e-03  4.370683e-03  4.776816e-03  4.806614e-02  7.389538e-05  7.792006e-05  
1.000000e+01  1.295645e-03  8.646188e-03  4.430669e-03  4.842376e-03  4.797478e-02  7.593771e-05  8.006848e-05  
1.000000e+01  1.313429e-03  8.751278e-03  4.491479e-03  4.908836e-03  4.788399e-02  7.803648e-05  8.227621e-05  
