0 134.56 Q'2 imagCFF_H
0.00666667 154.331 Q'2 imagCFF_H
0.0133333 157.86 Q'2 imagCFF_H
0.02 161.28 Q'2 imagCFF_H
0.0266667 164.573 Q'2 imagCFF_H
0.0333333 167.725 Q'2 imagCFF_H
0.04 170.724 Q'2 imagCFF_H
0.0466667 173.566 Q'2 imagCFF_H
0.0533333 176.243 Q'2 imagCFF_H
0.06 178.755 Q'2 imagCFF_H
0.0666667 181.1 Q'2 imagCFF_H
0.0733333 183.277 Q'2 imagCFF_H
0.08 185.289 Q'2 imagCFF_H
0.0866667 187.136 Q'2 imagCFF_H
0.0933333 188.821 Q'2 imagCFF_H
0.1 190.347 Q'2 imagCFF_H
0.106667 191.718 Q'2 imagCFF_H
0.113333 192.938 Q'2 imagCFF_H
0.12 194.009 Q'2 imagCFF_H
0.126667 194.936 Q'2 imagCFF_H
0.133333 195.724 Q'2 imagCFF_H
0.14 196.377 Q'2 imagCFF_H
0.146667 196.898 Q'2 imagCFF_H
0.153333 197.293 Q'2 imagCFF_H
0.16 197.566 Q'2 imagCFF_H
0.166667 197.721 Q'2 imagCFF_H
0.173333 197.762 Q'2 imagCFF_H
0.18 197.693 Q'2 imagCFF_H
0.186667 197.52 Q'2 imagCFF_H
0.193333 197.245 Q'2 imagCFF_H
0.2 196.873 Q'2 imagCFF_H
0.206667 196.407 Q'2 imagCFF_H
0.213333 195.853 Q'2 imagCFF_H
0.22 195.212 Q'2 imagCFF_H
0.226667 194.489 Q'2 imagCFF_H
0.233333 193.688 Q'2 imagCFF_H
0.24 192.812 Q'2 imagCFF_H
0.246667 191.864 Q'2 imagCFF_H
0.253333 190.847 Q'2 imagCFF_H
0.26 189.764 Q'2 imagCFF_H
0.266667 188.62 Q'2 imagCFF_H
0.273333 187.415 Q'2 imagCFF_H
0.28 186.154 Q'2 imagCFF_H
0.286667 184.839 Q'2 imagCFF_H
0.293333 183.473 Q'2 imagCFF_H
0.3 182.057 Q'2 imagCFF_H
0.306667 180.596 Q'2 imagCFF_H
0.313333 179.09 Q'2 imagCFF_H
0.32 177.543 Q'2 imagCFF_H
0.326667 175.956 Q'2 imagCFF_H
0.333333 174.332 Q'2 imagCFF_H
0.34 172.673 Q'2 imagCFF_H
0.346667 170.981 Q'2 imagCFF_H
0.353333 169.257 Q'2 imagCFF_H
0.36 167.503 Q'2 imagCFF_H
0.366667 165.722 Q'2 imagCFF_H
0.373333 163.914 Q'2 imagCFF_H
0.38 162.082 Q'2 imagCFF_H
0.386667 160.227 Q'2 imagCFF_H
0.393333 158.35 Q'2 imagCFF_H
0.4 156.454 Q'2 imagCFF_H
0.406667 154.539 Q'2 imagCFF_H
0.413333 152.607 Q'2 imagCFF_H
0.42 150.659 Q'2 imagCFF_H
0.426667 148.696 Q'2 imagCFF_H
0.433333 146.719 Q'2 imagCFF_H
